Genome,,Strain,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa,strain,PSAE1970,fig:287.12758.peg.1343,,,PATRIC.287.12758.287.12758.con.0002.CDS.629023.629904.rev,PATRIC,CDS,629023,629904,882,-,,PLF_286_00001745,PGF_00780840,,293,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE2139,fig:287.12759.peg.6335,,,PATRIC.287.12759.287.12759.con.0034.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE2325,fig:287.12760.peg.3192,,,PATRIC.287.12760.287.12760.con.0005.CDS.40347.41387.fwd,PATRIC,CDS,40347,41387,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2500,fig:287.12774.peg.6398,,,PATRIC.287.12774.287.12774.con.0041.CDS.41.1057.rev,PATRIC,CDS,41,1057,1017,-,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2527,fig:287.12776.peg.822,,,PATRIC.287.12776.287.12776.con.0001.CDS.811102.812127.rev,PATRIC,CDS,811102,812127,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2543,fig:287.12777.peg.736,,,PATRIC.287.12777.287.12777.con.0002.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2591,fig:287.12778.peg.1221,,,PATRIC.287.12778.287.12778.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2560,fig:287.12779.peg.1529,,,PATRIC.287.12779.287.12779.con.0003.CDS.449170.450195.rev,PATRIC,CDS,449170,450195,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2582,fig:287.12780.peg.2002,,,PATRIC.287.12780.287.12780.con.0004.CDS.43154.44179.fwd,PATRIC,CDS,43154,44179,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2598,fig:287.12781.peg.762,,,PATRIC.287.12781.287.12781.con.0001.CDS.798834.799622.rev,PATRIC,CDS,798834,799622,789,-,,PLF_286_00001745,PGF_00780840,,262,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2597,fig:287.12782.peg.2667,,,PATRIC.287.12782.287.12782.con.0005.CDS.43547.44572.fwd,PATRIC,CDS,43547,44572,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2608,fig:287.12783.peg.1807,,,PATRIC.287.12783.287.12783.con.0004.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2657,fig:287.12784.peg.1530,,,PATRIC.287.12784.287.12784.con.0003.CDS.449171.450196.rev,PATRIC,CDS,449171,450196,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2639,fig:287.12785.peg.1528,,,PATRIC.287.12785.287.12785.con.0003.CDS.449171.450196.rev,PATRIC,CDS,449171,450196,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2658,fig:287.12787.peg.36,,,PATRIC.287.12787.287.12787.con.0001.CDS.38773.39798.fwd,PATRIC,CDS,38773,39798,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2680,fig:287.12788.peg.2137,,,PATRIC.287.12788.287.12788.con.0004.CDS.43232.44257.fwd,PATRIC,CDS,43232,44257,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2660,fig:287.12790.peg.2484,,,PATRIC.287.12790.287.12790.con.0004.CDS.45249.46133.fwd,PATRIC,CDS,45249,46133,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2665,fig:287.12791.peg.2034,,,PATRIC.287.12791.287.12791.con.0005.CDS.40155.41180.fwd,PATRIC,CDS,40155,41180,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2677,fig:287.12792.peg.6688,,,PATRIC.287.12792.287.12792.con.0114.CDS.5050.6075.fwd,PATRIC,CDS,5050,6075,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2678,fig:287.12793.peg.768,,,PATRIC.287.12793.287.12793.con.0001.CDS.793884.794768.rev,PATRIC,CDS,793884,794768,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2672,fig:287.12794.peg.1339,,,PATRIC.287.12794.287.12794.con.0002.CDS.645155.646180.rev,PATRIC,CDS,645155,646180,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2674,fig:287.12795.peg.1089,,,PATRIC.287.12795.287.12795.con.0002.CDS.457109.458134.rev,PATRIC,CDS,457109,458134,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2685,fig:287.12797.peg.1418,,,PATRIC.287.12797.287.12797.con.0002.CDS.5113.6138.fwd,PATRIC,CDS,5113,6138,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2690,fig:287.12799.peg.823,,,PATRIC.287.12799.287.12799.con.0001.CDS.846347.847372.rev,PATRIC,CDS,846347,847372,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2687,fig:287.12800.peg.1644,,,PATRIC.287.12800.287.12800.con.0002.CDS.700679.701704.rev,PATRIC,CDS,700679,701704,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2718,fig:287.12802.peg.6689,,,PATRIC.287.12802.287.12802.con.0046.CDS.14196.15215.rev,PATRIC,CDS,14196,15215,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2706,fig:287.12803.peg.2526,,,PATRIC.287.12803.287.12803.con.0004.CDS.506982.508001.rev,PATRIC,CDS,506982,508001,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2713,fig:287.12804.peg.780,,,PATRIC.287.12804.287.12804.con.0001.CDS.805640.806656.rev,PATRIC,CDS,805640,806656,1017,-,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2707,fig:287.12805.peg.3186,,,PATRIC.287.12805.287.12805.con.0006.CDS.415605.416624.rev,PATRIC,CDS,415605,416624,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2724,fig:287.12806.peg.2552,,,PATRIC.287.12806.287.12806.con.0004.CDS.438608.439492.rev,PATRIC,CDS,438608,439492,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2730,fig:287.12808.peg.1591,,,PATRIC.287.12808.287.12808.con.0004.CDS.38771.39796.fwd,PATRIC,CDS,38771,39796,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2735,fig:287.12809.peg.1307,,,PATRIC.287.12809.287.12809.con.0003.CDS.38848.39873.fwd,PATRIC,CDS,38848,39873,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2756,fig:287.12810.peg.2168,,,PATRIC.287.12810.287.12810.con.0004.CDS.438207.439247.rev,PATRIC,CDS,438207,439247,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2748,fig:287.12811.peg.2373,,,PATRIC.287.12811.287.12811.con.0006.CDS.285327.286352.rev,PATRIC,CDS,285327,286352,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2922,fig:287.12813.peg.5993,,,PATRIC.287.12813.287.12813.con.0028.CDS.5657.6673.fwd,PATRIC,CDS,5657,6673,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2875,fig:287.12814.peg.2769,,,PATRIC.287.12814.287.12814.con.0006.CDS.40442.41482.fwd,PATRIC,CDS,40442,41482,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2829,fig:287.12815.peg.178,,,PATRIC.287.12815.287.12815.con.0001.CDS.179687.180703.fwd,PATRIC,CDS,179687,180703,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2860,fig:287.12817.peg.1604,,,PATRIC.287.12817.287.12817.con.0003.CDS.45249.46133.fwd,PATRIC,CDS,45249,46133,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH2939,fig:287.12821.peg.693,,,PATRIC.287.12821.287.12821.con.0002.CDS.45168.46052.fwd,PATRIC,CDS,45168,46052,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3173,fig:287.12822.peg.1533,,,PATRIC.287.12822.287.12822.con.0003.CDS.449171.450196.rev,PATRIC,CDS,449171,450196,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3290,fig:287.12823.peg.584,,,PATRIC.287.12823.287.12823.con.0001.CDS.567893.568918.rev,PATRIC,CDS,567893,568918,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3613,fig:287.12824.peg.607,,,PATRIC.287.12824.287.12824.con.0002.CDS.22463.23482.fwd,PATRIC,CDS,22463,23482,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3549,fig:287.12826.peg.1334,,,PATRIC.287.12826.287.12826.con.0003.CDS.40243.41262.fwd,PATRIC,CDS,40243,41262,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3462,fig:287.12829.peg.100,,,PATRIC.287.12829.287.12829.con.0001.CDS.95337.96353.fwd,PATRIC,CDS,95337,96353,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3484,fig:287.12830.peg.2535,,,PATRIC.287.12830.287.12830.con.0006.CDS.11501.12526.fwd,PATRIC,CDS,11501,12526,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3648,fig:287.12831.peg.1577,,,PATRIC.287.12831.287.12831.con.0003.CDS.449171.450196.rev,PATRIC,CDS,449171,450196,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH4083,fig:287.12832.peg.902,,,PATRIC.287.12832.287.12832.con.0002.CDS.43149.44174.fwd,PATRIC,CDS,43149,44174,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3797,fig:287.12833.peg.1851,,,PATRIC.287.12833.287.12833.con.0004.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3882,fig:287.12835.peg.933,,,PATRIC.287.12835.287.12835.con.0001.CDS.961439.962458.rev,PATRIC,CDS,961439,962458,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH5022,fig:287.12837.peg.1118,,,PATRIC.287.12837.287.12837.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH4878,fig:287.12838.peg.807,,,PATRIC.287.12838.287.12838.con.0001.CDS.824973.826013.rev,PATRIC,CDS,824973,826013,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH3906,fig:287.12839.peg.756,,,PATRIC.287.12839.287.12839.con.0002.CDS.3915.4940.fwd,PATRIC,CDS,3915,4940,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH4992,fig:287.12841.peg.5875,,,PATRIC.287.12841.287.12841.con.0029.CDS.2386.3411.fwd,PATRIC,CDS,2386,3411,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,MHH15103,fig:287.12844.peg.2145,,,PATRIC.287.12844.287.12844.con.0005.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH5159,fig:287.12846.peg.1529,,,PATRIC.287.12846.287.12846.con.0003.CDS.449171.450196.rev,PATRIC,CDS,449171,450196,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH5174,fig:287.12847.peg.619,,,PATRIC.287.12847.287.12847.con.0002.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,CH5182,fig:287.12848.peg.1258,,,PATRIC.287.12848.287.12848.con.0002.CDS.42050.43075.fwd,PATRIC,CDS,42050,43075,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,MHH15204,fig:287.12849.peg.178,,,PATRIC.287.12849.287.12849.con.0001.CDS.179687.180703.fwd,PATRIC,CDS,179687,180703,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,MHH14911,fig:287.12852.peg.1723,,,PATRIC.287.12852.287.12852.con.0004.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
,,Reference PA14,reference_seq,,,,,,,,,,,,,,,,,
